Church,District Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiraranwa,Chiduku South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiromwe,Chiduku South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chitura,Chiduku South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Hope,Chiduku South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dambakusoswa,Chiduku South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dumba,Chiduku South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dzamwayi,Chiduku South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Handina,Chiduku South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kufa,Chiduku South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahere,Chiduku South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marowa,Chiduku South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matukashiri,Chiduku South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mbiriri,Chiduku South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mbodza,Chiduku South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mugomba,Chiduku South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nzvimbe,Chiduku South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharara,Chiduku South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tapambwa,Chiduku South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zunidza,Chiduku South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beacon Of Hope,Chikanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chikanga Central,Chikanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chikanga East,Chikanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chikanga Hills,Chikanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chikanga Hillsite,Chikanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
